County	Election Date	Precinct	Contest Group ID	Contest Type	Contest Name	Choice	Choice Party	Vote For	Election Day	One Stop	Absentee by Mail	Provisional	Total Votes	Real Precinct	
ALAMANCE	11/06/2018	064	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	272	592	17	2	883	Y	
ALAMANCE	11/06/2018	05	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	145	162	7	0	314	Y	
ALAMANCE	11/06/2018	03N	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	293	409	37	0	739	Y	
ALAMANCE	11/06/2018	02	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	205	243	7	0	455	Y	
ALAMANCE	11/06/2018	10S	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	570	1374	19	6	1969	Y	
ALAMANCE	11/06/2018	11	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	261	430	9	5	705	Y	
ALAMANCE	11/06/2018	03S	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	434	893	47	8	1382	Y	
ALAMANCE	11/06/2018	12N	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	487	357	22	5	871	Y	
ALAMANCE	11/06/2018	12E	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	106	147	8	0	261	Y	
ALAMANCE	11/06/2018	125	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	174	207	11	2	394	Y	
ALAMANCE	11/06/2018	035	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	313	420	14	4	751	Y	
ALAMANCE	11/06/2018	103	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	149	365	8	5	527	Y	
ALAMANCE	11/06/2018	09S	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	344	510	23	6	883	Y	
ALAMANCE	11/06/2018	127	1424	S	MAXIMUM INCOME TAX RATE OF 7.0%	Against	 	1	420	406	9	4	839	Y	
AVERY	11/06/2018	11	1425	S	REQUIRE PHOTO ID TO VOTE	Against	 	1	50	0	0	0	50	Y	
AVERY	11/06/2018	07	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	84	0	0	0	84	Y	
AVERY	11/06/2018	04	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	22	0	0	0	22	Y	
AVERY	11/06/2018	ONE STOP	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	0	1319	0	0	1319	N	
AVERY	11/06/2018	17	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	165	0	0	0	165	Y	
AVERY	11/06/2018	12	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	91	0	0	0	91	Y	
AVERY	11/06/2018	15	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	158	0	0	0	158	Y	
AVERY	11/06/2018	10	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	261	0	0	0	261	Y	
AVERY	11/06/2018	09	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	128	0	0	0	128	Y	
AVERY	11/06/2018	06	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	232	0	0	0	232	Y	
AVERY	11/06/2018	03	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	156	0	0	0	156	Y	
AVERY	11/06/2018	08	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	96	0	0	0	96	Y	
AVERY	11/06/2018	05	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	86	0	0	0	86	Y	
AVERY	11/06/2018	ABSENTEE MAIL	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	0	0	95	0	95	N	
AVERY	11/06/2018	02	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	522	0	0	0	522	Y	
AVERY	11/06/2018	18	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	90	0	0	0	90	Y	
AVERY	11/06/2018	13	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	135	0	0	0	135	Y	
AVERY	11/06/2018	11	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	117	0	0	0	117	Y	
AVERY	11/06/2018	19	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	104	0	0	0	104	Y	
AVERY	11/06/2018	14	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	213	0	0	0	213	Y	
AVERY	11/06/2018	01	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	283	0	0	0	283	Y	
AVERY	11/06/2018	16	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	349	0	0	0	349	Y	
AVERY	11/06/2018	PROVISIONAL	1425	S	REQUIRE PHOTO ID TO VOTE	For	 	1	0	0	0	42	42	N	
BEAUFORT	11/06/2018	OLDF	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	280	0	0	0	280	Y	
BEAUFORT	11/06/2018	BELHV	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	247	0	0	0	247	Y	
BEAUFORT	11/06/2018	OS BELHAVEN	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	0	643	0	0	643	N	
BEAUFORT	11/06/2018	GILEA	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	214	0	0	0	214	Y	
BEAUFORT	11/06/2018	HB	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	197	0	0	0	197	Y	
BEAUFORT	11/06/2018	PSJW3	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	264	0	0	0	264	Y	
BEAUFORT	11/06/2018	SURBA	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	516	0	0	0	516	Y	
BEAUFORT	11/06/2018	WASH1	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	231	0	0	0	231	Y	
BEAUFORT	11/06/2018	ABSENTEE	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	0	0	209	0	209	N	
BEAUFORT	11/06/2018	WDPD	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	266	0	0	0	266	Y	
BEAUFORT	11/06/2018	AUROR	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	216	0	0	0	216	Y	
BEAUFORT	11/06/2018	EDWAR	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	199	0	0	0	199	Y	
BEAUFORT	11/06/2018	OS CHOCOWINITY	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	0	1293	0	0	1293	N	
BEAUFORT	11/06/2018	PINET	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	215	0	0	0	215	Y	
BEAUFORT	11/06/2018	WASHP	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	264	0	0	0	264	Y	
BEAUFORT	11/06/2018	OS AURORA	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	0	348	0	0	348	N	
BEAUFORT	11/06/2018	RVRD	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	361	0	0	0	361	Y	
BEAUFORT	11/06/2018	WASH2	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	205	0	0	0	205	Y	
BEAUFORT	11/06/2018	BEADM	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	326	0	0	0	326	Y	
BEAUFORT	11/06/2018	BLCK	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	215	0	0	0	215	Y	
BEAUFORT	11/06/2018	CHOCO	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	486	0	0	0	486	Y	
BEAUFORT	11/06/2018	PANTE	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	269	0	0	0	269	Y	
BEAUFORT	11/06/2018	TCRK	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	450	0	0	0	450	Y	
BEAUFORT	11/06/2018	WASH4	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	316	0	0	0	316	Y	
BEAUFORT	11/06/2018	NCRK	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	259	0	0	0	259	Y	
BEAUFORT	11/06/2018	OS BOE	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	0	5336	0	0	5336	N	
BEAUFORT	11/06/2018	PROVISIONAL	1	C	BEAUFORT COUNTY CLERK OF SUPERIOR COURT	Marty Paramore	DEM	1	0	0	0	0	0	N	
BEAUFORT	11/06/2018	CHOCO	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	174	0	0	0	174	Y	
BEAUFORT	11/06/2018	AUROR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	116	0	0	0	116	Y	
BEAUFORT	11/06/2018	ABSENTEE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	0	0	113	0	113	N	
BEAUFORT	11/06/2018	OS BOE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	0	2192	0	0	2192	N	
BEAUFORT	11/06/2018	OS AURORA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	0	199	0	0	199	N	
BEAUFORT	11/06/2018	OLDF	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	117	0	0	0	117	Y	
BEAUFORT	11/06/2018	GILEA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	41	0	0	0	41	Y	
BEAUFORT	11/06/2018	PANTE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	96	0	0	0	96	Y	
BEAUFORT	11/06/2018	EDWAR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	102	0	0	0	102	Y	
BEAUFORT	11/06/2018	NCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	37	0	0	0	37	Y	
BEAUFORT	11/06/2018	BELHV	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	100	0	0	0	100	Y	
BEAUFORT	11/06/2018	OS BELHAVEN	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	0	289	0	0	289	N	
BEAUFORT	11/06/2018	PROVISIONAL	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	0	0	0	0	0	N	
BEAUFORT	11/06/2018	WASH1	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	127	0	0	0	127	Y	
BEAUFORT	11/06/2018	WASH2	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	130	0	0	0	130	Y	
BEAUFORT	11/06/2018	BEADM	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	37	0	0	0	37	Y	
BEAUFORT	11/06/2018	OS CHOCOWINITY	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	0	431	0	0	431	N	
BEAUFORT	11/06/2018	SURBA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	88	0	0	0	88	Y	
BEAUFORT	11/06/2018	WASHP	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	63	0	0	0	63	Y	
BEAUFORT	11/06/2018	PINET	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	31	0	0	0	31	Y	
BEAUFORT	11/06/2018	BLCK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	98	0	0	0	98	Y	
BEAUFORT	11/06/2018	WASH4	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	92	0	0	0	92	Y	
BEAUFORT	11/06/2018	RVRD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	85	0	0	0	85	Y	
BEAUFORT	11/06/2018	WDPD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	47	0	0	0	47	Y	
BEAUFORT	11/06/2018	HB	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	24	0	0	0	24	Y	
BEAUFORT	11/06/2018	PSJW3	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	226	0	0	0	226	Y	
BEAUFORT	11/06/2018	TCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Ed Booth	DEM	1	98	0	0	0	98	Y	
BEAUFORT	11/06/2018	SURBA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	327	0	0	0	327	Y	
BEAUFORT	11/06/2018	PANTE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	143	0	0	0	143	Y	
BEAUFORT	11/06/2018	NCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	166	0	0	0	166	Y	
BEAUFORT	11/06/2018	BELHV	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	130	0	0	0	130	Y	
BEAUFORT	11/06/2018	CHOCO	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	183	0	0	0	183	Y	
BEAUFORT	11/06/2018	OS BELHAVEN	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	0	278	0	0	278	N	
BEAUFORT	11/06/2018	GILEA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	128	0	0	0	128	Y	
BEAUFORT	11/06/2018	OS AURORA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	0	63	0	0	63	N	
BEAUFORT	11/06/2018	OLDF	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	94	0	0	0	94	Y	
BEAUFORT	11/06/2018	WASH4	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	97	0	0	0	97	Y	
BEAUFORT	11/06/2018	PSJW3	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	21	0	0	0	21	Y	
BEAUFORT	11/06/2018	HB	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	143	0	0	0	143	Y	
BEAUFORT	11/06/2018	OS BOE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	0	1769	0	0	1769	N	
BEAUFORT	11/06/2018	AUROR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	55	0	0	0	55	Y	
BEAUFORT	11/06/2018	BEADM	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	152	0	0	0	152	Y	
BEAUFORT	11/06/2018	WASHP	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	89	0	0	0	89	Y	
BEAUFORT	11/06/2018	RVRD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	138	0	0	0	138	Y	
BEAUFORT	11/06/2018	TCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	131	0	0	0	131	Y	
BEAUFORT	11/06/2018	EDWAR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	61	0	0	0	61	Y	
BEAUFORT	11/06/2018	ABSENTEE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	0	0	44	0	44	N	
BEAUFORT	11/06/2018	PINET	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	146	0	0	0	146	Y	
BEAUFORT	11/06/2018	OS CHOCOWINITY	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	0	567	0	0	567	N	
BEAUFORT	11/06/2018	PROVISIONAL	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	0	0	0	0	0	N	
BEAUFORT	11/06/2018	WASH2	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	26	0	0	0	26	Y	
BEAUFORT	11/06/2018	WASH1	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	45	0	0	0	45	Y	
BEAUFORT	11/06/2018	BLCK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	70	0	0	0	70	Y	
BEAUFORT	11/06/2018	WDPD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Frankie Waters	REP	1	150	0	0	0	150	Y	
BEAUFORT	11/06/2018	BELHV	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	29	0	0	0	29	Y	
BEAUFORT	11/06/2018	PROVISIONAL	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	0	0	0	0	0	N	
BEAUFORT	11/06/2018	OS BELHAVEN	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	0	115	0	0	115	N	
BEAUFORT	11/06/2018	WASH2	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	40	0	0	0	40	Y	
BEAUFORT	11/06/2018	TCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	76	0	0	0	76	Y	
BEAUFORT	11/06/2018	PANTE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	13	0	0	0	13	Y	
BEAUFORT	11/06/2018	BEADM	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	55	0	0	0	55	Y	
BEAUFORT	11/06/2018	WASHP	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	100	0	0	0	100	Y	
BEAUFORT	11/06/2018	WASH4	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	95	0	0	0	95	Y	
BEAUFORT	11/06/2018	WDPD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	31	0	0	0	31	Y	
BEAUFORT	11/06/2018	CHOCO	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	81	0	0	0	81	Y	
BEAUFORT	11/06/2018	OS BOE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	0	1136	0	0	1136	N	
BEAUFORT	11/06/2018	BLCK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	26	0	0	0	26	Y	
BEAUFORT	11/06/2018	AUROR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	25	0	0	0	25	Y	
BEAUFORT	11/06/2018	OLDF	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	47	0	0	0	47	Y	
BEAUFORT	11/06/2018	GILEA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	50	0	0	0	50	Y	
BEAUFORT	11/06/2018	HB	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	14	0	0	0	14	Y	
BEAUFORT	11/06/2018	ABSENTEE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	0	0	35	0	35	N	
BEAUFORT	11/06/2018	PSJW3	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	25	0	0	0	25	Y	
BEAUFORT	11/06/2018	WASH1	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	72	0	0	0	72	Y	
BEAUFORT	11/06/2018	PINET	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	17	0	0	0	17	Y	
BEAUFORT	11/06/2018	EDWAR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	29	0	0	0	29	Y	
BEAUFORT	11/06/2018	NCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	42	0	0	0	42	Y	
BEAUFORT	11/06/2018	OS AURORA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	0	53	0	0	53	N	
BEAUFORT	11/06/2018	OS CHOCOWINITY	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	0	231	0	0	231	N	
BEAUFORT	11/06/2018	RVRD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	127	0	0	0	127	Y	
BEAUFORT	11/06/2018	SURBA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Randy Walker	DEM	1	64	0	0	0	64	Y	
BEAUFORT	11/06/2018	SURBA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	159	0	0	0	159	Y	
BEAUFORT	11/06/2018	PANTE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	83	0	0	0	83	Y	
BEAUFORT	11/06/2018	OLDF	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	59	0	0	0	59	Y	
BEAUFORT	11/06/2018	CHOCO	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	130	0	0	0	130	Y	
BEAUFORT	11/06/2018	BELHV	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	69	0	0	0	69	Y	
BEAUFORT	11/06/2018	GILEA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	52	0	0	0	52	Y	
BEAUFORT	11/06/2018	WDPD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	112	0	0	0	112	Y	
BEAUFORT	11/06/2018	BLCK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	50	0	0	0	50	Y	
BEAUFORT	11/06/2018	OS BELHAVEN	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	0	117	0	0	117	N	
BEAUFORT	11/06/2018	OS CHOCOWINITY	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	0	324	0	0	324	N	
BEAUFORT	11/06/2018	PROVISIONAL	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	0	0	0	0	0	N	
BEAUFORT	11/06/2018	WASH1	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	48	0	0	0	48	Y	
BEAUFORT	11/06/2018	WASH2	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	37	0	0	0	37	Y	
BEAUFORT	11/06/2018	RVRD	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	109	0	0	0	109	Y	
BEAUFORT	11/06/2018	WASHP	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	65	0	0	0	65	Y	
BEAUFORT	11/06/2018	BEADM	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	152	0	0	0	152	Y	
BEAUFORT	11/06/2018	AUROR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	74	0	0	0	74	Y	
BEAUFORT	11/06/2018	OS BOE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	0	1280	0	0	1280	N	
BEAUFORT	11/06/2018	ABSENTEE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	0	0	51	0	51	N	
BEAUFORT	11/06/2018	PINET	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	81	0	0	0	81	Y	
BEAUFORT	11/06/2018	TCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	198	0	0	0	198	Y	
BEAUFORT	11/06/2018	HB	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	60	0	0	0	60	Y	
BEAUFORT	11/06/2018	EDWAR	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	35	0	0	0	35	Y	
BEAUFORT	11/06/2018	PSJW3	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	16	0	0	0	16	Y	
BEAUFORT	11/06/2018	OS AURORA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	0	82	0	0	82	N	
BEAUFORT	11/06/2018	NCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	140	0	0	0	140	Y	
BEAUFORT	11/06/2018	WASH4	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Stan Deatherage	REP	1	96	0	0	0	96	Y	
BEAUFORT	11/06/2018	OS BOE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	0	650	0	0	650	N	
BEAUFORT	11/06/2018	PSJW3	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	7	0	0	0	7	Y	
BEAUFORT	11/06/2018	NCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	49	0	0	0	49	Y	
BEAUFORT	11/06/2018	OLDF	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	43	0	0	0	43	Y	
BEAUFORT	11/06/2018	PANTE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	32	0	0	0	32	Y	
BEAUFORT	11/06/2018	TCRK	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	109	0	0	0	109	Y	
BEAUFORT	11/06/2018	WASH4	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	41	0	0	0	41	Y	
BEAUFORT	11/06/2018	OS AURORA	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	0	51	0	0	51	N	
BEAUFORT	11/06/2018	ABSENTEE	2	C	BEAUFORT COUNTY BOARD OF COMMISSIONERS	Tandy Dunn	REP	1	0	0	20	0	20	N	
